osm_element,osm_id,building,area_m2,lat,lon,shadow_mass,levels,height_source,osm_url
way,1089447330,apartments,11175.0,51.113261,71.503241,951.4,,manual,https://www.openstreetmap.org/way/1089447330
relation,21179459,apartments,9950.0,51.085892,71.385072,897.8,,manual,https://www.openstreetmap.org/relation/21179459
relation,19990253,public,45425.0,51.129407,71.441257,852.5,,manual,https://www.openstreetmap.org/relation/19990253
way,240909255,apartments,8824.0,51.140426,71.415064,845.4,,manual,https://www.openstreetmap.org/way/240909255
way,1087935151,apartments,8115.0,51.169911,71.401919,810.8,,manual,https://www.openstreetmap.org/way/1087935151
way,1089059340,apartments,7777.0,51.125724,71.47707,793.7,,manual,https://www.openstreetmap.org/way/1089059340
way,1089447321,apartments,7617.0,51.117706,71.479552,785.5,,manual,https://www.openstreetmap.org/way/1089447321
way,1533047989,apartments,6910.0,51.12414,71.371846,748.2,,manual,https://www.openstreetmap.org/way/1533047989
relation,14518384,apartments,6885.0,51.101253,71.429783,746.8,,manual,https://www.openstreetmap.org/relation/14518384
relation,8719060,apartments,6650.0,51.132986,71.460358,734.0,,manual,https://www.openstreetmap.org/relation/8719060
relation,14512412,apartments,6446.0,51.112906,71.430604,722.6,,manual,https://www.openstreetmap.org/relation/14512412
way,1077482135,apartments,6269.0,51.110493,71.437796,712.6,,manual,https://www.openstreetmap.org/way/1077482135
way,1424200254,apartments,6161.0,51.128517,71.373266,706.4,,manual,https://www.openstreetmap.org/way/1424200254
relation,10370283,apartments,6067.0,51.121886,71.416118,701.0,,manual,https://www.openstreetmap.org/relation/10370283
way,1052603403,residential,4013.0,51.108792,71.444969,696.8,,manual,https://www.openstreetmap.org/way/1052603403
way,1392843747,apartments,5856.0,51.111577,71.406102,688.7,,manual,https://www.openstreetmap.org/way/1392843747
relation,14509989,apartments,5756.0,51.123971,71.420717,682.8,,manual,https://www.openstreetmap.org/relation/14509989
relation,14522598,apartments,5711.0,51.124277,71.396089,680.2,,manual,https://www.openstreetmap.org/relation/14522598
relation,10370284,apartments,5240.0,51.116471,71.422462,651.5,,manual,https://www.openstreetmap.org/relation/10370284
way,1077944426,apartments,5216.0,51.114568,71.402675,650.0,,manual,https://www.openstreetmap.org/way/1077944426
relation,3466789,apartments,5212.0,51.129986,71.437679,649.8,,manual,https://www.openstreetmap.org/relation/3466789
way,1060016172,apartments,5186.0,51.116482,71.485697,648.1,,manual,https://www.openstreetmap.org/way/1060016172
way,1424207705,apartments,5029.0,51.129085,71.499624,638.2,,manual,https://www.openstreetmap.org/way/1424207705
way,1423886755,apartments,5012.0,51.10586,71.500377,637.2,,manual,https://www.openstreetmap.org/way/1423886755
way,240909213,apartments,4915.0,51.13509,71.429856,631.0,,manual,https://www.openstreetmap.org/way/240909213
way,1087935317,apartments,4750.0,51.167719,71.391175,620.3,,manual,https://www.openstreetmap.org/way/1087935317
way,1475410940,apartments,4711.0,51.115008,71.391762,617.7,,manual,https://www.openstreetmap.org/way/1475410940
way,125140639,hotel,4602.0,51.169873,71.431326,610.6,,manual,https://www.openstreetmap.org/way/125140639
way,917348923,residential,3011.0,51.118489,71.501107,603.6,,manual,https://www.openstreetmap.org/way/917348923
way,915699456,apartments,4420.0,51.098986,71.42897,598.4,,manual,https://www.openstreetmap.org/way/915699456
relation,14518378,apartments,4381.0,51.08519,71.445072,595.7,,manual,https://www.openstreetmap.org/relation/14518378
way,1442526661,apartments,4368.0,51.032802,71.41268,594.8,,manual,https://www.openstreetmap.org/way/1442526661
way,1443454480,residential,2920.0,51.084908,71.466046,594.4,,manual,https://www.openstreetmap.org/way/1443454480
way,1475402308,apartments,4195.0,51.110818,71.50407,582.9,,manual,https://www.openstreetmap.org/way/1475402308
way,1431543354,construction,54065.0,51.110542,71.359212,581.3,,manual,https://www.openstreetmap.org/way/1431543354
way,1423886751,apartments,4156.0,51.114973,71.477785,580.2,,manual,https://www.openstreetmap.org/way/1423886751
relation,12447014,apartments,4054.0,51.130042,71.483255,573.0,,manual,https://www.openstreetmap.org/relation/12447014
way,1424658342,apartments,4042.0,51.12964,71.401469,572.2,,manual,https://www.openstreetmap.org/way/1424658342
way,1102359933,apartments,4035.0,51.160003,71.501775,571.7,,manual,https://www.openstreetmap.org/way/1102359933
relation,12447012,apartments,3930.0,51.11965,71.497416,564.2,,manual,https://www.openstreetmap.org/relation/12447012
relation,8719062,apartments,3876.0,51.131287,71.459953,560.3,,manual,https://www.openstreetmap.org/relation/8719062
way,663143306,stadium,34865.0,51.109216,71.394633,560.2,,manual,https://www.openstreetmap.org/way/663143306
way,1109634879,apartments,3797.0,51.123766,71.375574,554.6,,manual,https://www.openstreetmap.org/way/1109634879
way,1475407678,apartments,3784.0,51.105672,71.390158,553.7,,manual,https://www.openstreetmap.org/way/1475407678
way,1101023563,apartments,3734.0,51.129139,71.495059,549.9,,manual,https://www.openstreetmap.org/way/1101023563
relation,14509994,apartments,3668.0,51.112625,71.405885,545.1,,manual,https://www.openstreetmap.org/relation/14509994
way,916153757,apartments,3650.0,51.130135,71.396993,543.7,,manual,https://www.openstreetmap.org/way/916153757
way,1103224515,apartments,3597.0,51.118272,71.483882,539.8,,manual,https://www.openstreetmap.org/way/1103224515
way,1060016169,apartments,3595.0,51.111278,71.501915,539.6,,manual,https://www.openstreetmap.org/way/1060016169
way,166267459,pavilion,32192.0,51.104709,71.405154,538.3,,manual,https://www.openstreetmap.org/way/166267459
way,1424658343,apartments,3563.0,51.128447,71.400959,537.2,,manual,https://www.openstreetmap.org/way/1424658343
relation,14518377,apartments,3560.0,51.090931,71.447166,537.0,,manual,https://www.openstreetmap.org/relation/14518377
way,1089059370,apartments,3559.0,51.147161,71.477971,536.9,,manual,https://www.openstreetmap.org/way/1089059370
way,1530802214,apartments,3557.0,51.120409,71.374581,536.8,,manual,https://www.openstreetmap.org/way/1530802214
relation,12429095,apartments,3554.0,51.086417,71.445333,536.6,,manual,https://www.openstreetmap.org/relation/12429095
way,1424121666,apartments,3552.0,51.126184,71.378143,536.4,,manual,https://www.openstreetmap.org/way/1424121666
relation,6798127,university,11362.0,51.122781,71.472898,533.0,,manual,https://www.openstreetmap.org/relation/6798127
way,1461260525,apartments,3498.0,51.113982,71.511721,532.3,,manual,https://www.openstreetmap.org/way/1461260525
way,1443454476,residential,2336.0,51.124248,71.400489,531.7,,manual,https://www.openstreetmap.org/way/1443454476
way,1424121660,residential,2300.0,51.124401,71.381044,527.6,,manual,https://www.openstreetmap.org/way/1424121660
way,1076838446,apartments,3396.0,51.121352,71.400264,524.5,,manual,https://www.openstreetmap.org/way/1076838446
way,917348878,apartments,3367.0,51.137945,71.478896,522.3,,manual,https://www.openstreetmap.org/way/917348878
way,1076674339,apartments,3358.0,51.121802,71.482771,521.5,,manual,https://www.openstreetmap.org/way/1076674339
way,1076674338,apartments,3357.0,51.120724,71.482576,521.5,,manual,https://www.openstreetmap.org/way/1076674338
way,419217726,university,10869.0,51.078158,71.391795,521.3,,manual,https://www.openstreetmap.org/way/419217726
relation,14501993,apartments,3340.0,51.130719,71.459702,520.2,,manual,https://www.openstreetmap.org/relation/14501993
way,1430317359,apartments,3320.0,51.1401,71.45508,518.6,,manual,https://www.openstreetmap.org/way/1430317359
way,1457403341,apartments,3315.0,51.095628,71.381223,518.2,,manual,https://www.openstreetmap.org/way/1457403341
way,1475407677,apartments,3308.0,51.105535,71.391787,517.6,,manual,https://www.openstreetmap.org/way/1475407677
way,1475407672,apartments,3289.0,51.107438,71.392278,516.1,,manual,https://www.openstreetmap.org/way/1475407672
relation,14509997,apartments,3271.0,51.135557,71.41862,514.7,,manual,https://www.openstreetmap.org/relation/14509997
way,578443245,apartments,3266.0,51.092036,71.426506,514.4,,manual,https://www.openstreetmap.org/way/578443245
way,258518352,apartments,3261.0,51.100278,71.437683,514.0,,manual,https://www.openstreetmap.org/way/258518352
way,915441134,apartments,3259.0,51.104924,71.43139,513.8,,manual,https://www.openstreetmap.org/way/915441134
way,1102351678,apartments,3251.0,51.144706,71.456571,513.2,,manual,https://www.openstreetmap.org/way/1102351678
way,506039301,apartments,3250.0,51.095326,71.44218,513.1,,manual,https://www.openstreetmap.org/way/506039301
way,1103224516,apartments,3234.0,51.119221,71.484172,511.8,,manual,https://www.openstreetmap.org/way/1103224516
way,240300574,apartments,3221.0,51.175146,71.451006,510.8,,manual,https://www.openstreetmap.org/way/240300574
way,1038944643,apartments,3199.0,51.141995,71.369227,509.1,,manual,https://www.openstreetmap.org/way/1038944643
way,1430345312,dormitory,3161.0,51.121707,71.491897,506.0,,manual,https://www.openstreetmap.org/way/1430345312
way,915770487,apartments,3161.0,51.096557,71.448865,506.0,,manual,https://www.openstreetmap.org/way/915770487
way,1076838441,apartments,3149.0,51.125352,71.398819,505.1,,manual,https://www.openstreetmap.org/way/1076838441
way,576604732,hotel,3142.0,51.082114,71.407919,504.5,,manual,https://www.openstreetmap.org/way/576604732
way,1475407671,apartments,3138.0,51.107242,71.394865,504.2,,manual,https://www.openstreetmap.org/way/1475407671
way,582835992,apartments,3125.0,51.124073,71.411908,503.1,,manual,https://www.openstreetmap.org/way/582835992
way,1077903074,apartments,3110.0,51.172316,71.355303,501.9,,manual,https://www.openstreetmap.org/way/1077903074
way,917790758,apartments,3109.0,51.10919,71.540598,501.8,,manual,https://www.openstreetmap.org/way/917790758
way,1090577470,apartments,3108.0,51.136389,71.39945,501.8,,manual,https://www.openstreetmap.org/way/1090577470
way,917251132,apartments,3100.0,51.122672,71.394449,501.1,,manual,https://www.openstreetmap.org/way/917251132
relation,8468487,apartments,3091.0,51.135744,71.424725,500.3,,manual,https://www.openstreetmap.org/relation/8468487
way,1295423841,apartments,3073.0,51.133998,71.398506,498.9,,manual,https://www.openstreetmap.org/way/1295423841
way,706122191,apartments,3072.0,51.13699,71.403282,498.8,,manual,https://www.openstreetmap.org/way/706122191
way,924670369,apartments,3069.0,51.178808,71.346241,498.6,,manual,https://www.openstreetmap.org/way/924670369
way,1442526658,apartments,3049.0,51.033784,71.410845,496.9,,manual,https://www.openstreetmap.org/way/1442526658
way,1077903075,apartments,3044.0,51.173417,71.354943,496.6,,manual,https://www.openstreetmap.org/way/1077903075
way,1442526666,apartments,3038.0,51.033776,71.414484,496.1,,manual,https://www.openstreetmap.org/way/1442526666
way,1442526660,apartments,3033.0,51.033764,71.409403,495.7,,manual,https://www.openstreetmap.org/way/1442526660
way,1431630905,apartments,3028.0,51.100049,71.509386,495.2,,manual,https://www.openstreetmap.org/way/1431630905
relation,14509992,apartments,3028.0,51.104789,71.397538,495.2,,manual,https://www.openstreetmap.org/relation/14509992
relation,14518379,apartments,3017.0,51.083919,71.429147,494.3,,manual,https://www.openstreetmap.org/relation/14518379
way,1100947070,apartments,2970.0,51.118756,71.52318,490.5,,manual,https://www.openstreetmap.org/way/1100947070
way,1538969106,apartments,2936.0,51.071647,71.424588,487.7,,manual,https://www.openstreetmap.org/way/1538969106
way,1149340636,apartments,2929.0,51.098385,71.433609,487.1,,manual,https://www.openstreetmap.org/way/1149340636
relation,14509995,apartments,2914.0,51.113449,71.404952,485.8,,manual,https://www.openstreetmap.org/relation/14509995
way,1090266548,apartments,2892.0,51.104966,71.439602,484.0,,manual,https://www.openstreetmap.org/way/1090266548
way,1442526659,apartments,2889.0,51.03379,71.412311,483.7,,manual,https://www.openstreetmap.org/way/1442526659
way,1513435669,apartments,2883.0,51.172143,71.365312,483.2,,manual,https://www.openstreetmap.org/way/1513435669
way,1442527237,apartments,2882.0,51.039464,71.421015,483.2,,manual,https://www.openstreetmap.org/way/1442527237
way,1531643763,apartments,2850.0,51.083649,71.466691,480.5,,manual,https://www.openstreetmap.org/way/1531643763
way,1093128716,apartments,2826.0,51.159921,71.375766,478.4,,manual,https://www.openstreetmap.org/way/1093128716
way,1076674336,apartments,2824.0,51.120573,71.484918,478.3,,manual,https://www.openstreetmap.org/way/1076674336
relation,14512425,apartments,2818.0,51.09988,71.417312,477.8,,manual,https://www.openstreetmap.org/relation/14512425
way,1103224517,apartments,2815.0,51.118426,71.481686,477.5,,manual,https://www.openstreetmap.org/way/1103224517
way,1089447320,apartments,2815.0,51.119283,71.482022,477.5,,manual,https://www.openstreetmap.org/way/1089447320
way,1093128717,apartments,2808.0,51.160003,71.374125,476.9,,manual,https://www.openstreetmap.org/way/1093128717
way,1043319528,apartments,2805.0,51.116852,71.483268,476.6,,manual,https://www.openstreetmap.org/way/1043319528
way,424980267,apartments,2804.0,51.13064,71.494352,476.6,,manual,https://www.openstreetmap.org/way/424980267
way,1547012504,apartments,2798.0,51.137989,71.551861,476.1,,manual,https://www.openstreetmap.org/way/1547012504
way,1076674337,apartments,2772.0,51.12159,71.485104,473.8,,manual,https://www.openstreetmap.org/way/1076674337
way,1089701461,apartments,2757.0,51.115453,71.403536,472.6,,manual,https://www.openstreetmap.org/way/1089701461
way,258764252,residential,1828.0,51.143208,71.438367,470.3,,manual,https://www.openstreetmap.org/way/258764252
way,1089447348,apartments,2717.0,51.12885,71.504007,469.1,,manual,https://www.openstreetmap.org/way/1089447348
way,1089447347,apartments,2717.0,51.130138,71.503111,469.1,,manual,https://www.openstreetmap.org/way/1089447347
relation,8710658,apartments,2715.0,51.142842,71.469256,468.9,,manual,https://www.openstreetmap.org/relation/8710658
way,1547179244,apartments,2700.0,51.140003,71.359876,467.7,,manual,https://www.openstreetmap.org/way/1547179244
way,1424189315,apartments,2699.0,51.124057,71.383311,467.5,,manual,https://www.openstreetmap.org/way/1424189315
way,429118853,apartments,2678.0,51.142269,71.445951,465.8,,manual,https://www.openstreetmap.org/way/429118853
way,426120436,apartments,2677.0,51.181445,71.438676,465.7,,manual,https://www.openstreetmap.org/way/426120436
way,1547019958,apartments,2674.0,51.128997,71.551237,465.4,,manual,https://www.openstreetmap.org/way/1547019958
way,1475409330,apartments,2669.0,51.109504,71.386583,464.9,,manual,https://www.openstreetmap.org/way/1475409330
way,1104400242,apartments,2668.0,51.173325,71.356608,464.9,,manual,https://www.openstreetmap.org/way/1104400242
relation,14497433,apartments,2663.0,51.145583,71.468859,464.4,,manual,https://www.openstreetmap.org/relation/14497433
way,1442527238,apartments,2646.0,51.039358,71.420128,462.9,,manual,https://www.openstreetmap.org/way/1442527238
way,1430345313,dormitory,2637.0,51.122486,71.493007,462.2,,manual,https://www.openstreetmap.org/way/1430345313
way,425390961,apartments,2623.0,51.193861,71.387229,461.0,,manual,https://www.openstreetmap.org/way/425390961
way,1424121661,apartments,2616.0,51.124178,71.382628,460.3,,manual,https://www.openstreetmap.org/way/1424121661
way,914979613,apartments,2616.0,51.091385,71.428645,460.3,,manual,https://www.openstreetmap.org/way/914979613
way,1424091433,apartments,2616.0,51.142366,71.459759,460.3,,manual,https://www.openstreetmap.org/way/1424091433
way,1424085655,apartments,2602.0,51.117383,71.512868,459.1,,manual,https://www.openstreetmap.org/way/1424085655
way,1553107067,apartments,2594.0,51.100243,71.381942,458.4,,manual,https://www.openstreetmap.org/way/1553107067
way,1553107108,apartments,2592.0,51.100954,71.383164,458.2,,manual,https://www.openstreetmap.org/way/1553107108
way,1498960734,apartments,2592.0,51.145882,71.457521,458.2,,manual,https://www.openstreetmap.org/way/1498960734
way,694241033,apartments,2577.0,51.089382,71.426978,456.9,,manual,https://www.openstreetmap.org/way/694241033
way,1424084600,apartments,2573.0,51.115988,71.500678,456.5,,manual,https://www.openstreetmap.org/way/1424084600
way,578443247,apartments,2565.0,51.092829,71.427137,455.8,,manual,https://www.openstreetmap.org/way/578443247
way,1442527236,apartments,2560.0,51.039555,71.419457,455.3,,manual,https://www.openstreetmap.org/way/1442527236
relation,14512424,apartments,2547.0,51.098499,71.416085,454.2,,manual,https://www.openstreetmap.org/relation/14512424
way,1475402145,apartments,2501.0,51.111112,71.497858,450.1,,manual,https://www.openstreetmap.org/way/1475402145
way,1424084599,apartments,2493.0,51.116061,71.500119,449.3,,manual,https://www.openstreetmap.org/way/1424084599
way,914979610,apartments,2459.0,51.086977,71.427081,446.3,,manual,https://www.openstreetmap.org/way/914979610
way,1076764135,apartments,2450.0,51.088314,71.427563,445.5,,manual,https://www.openstreetmap.org/way/1076764135
way,1475407674,apartments,2444.0,51.107737,71.390871,445.0,,manual,https://www.openstreetmap.org/way/1475407674
way,1190550031,apartments,2428.0,51.110408,71.525727,443.4,,manual,https://www.openstreetmap.org/way/1190550031
way,1103224634,hospital,12165.0,51.083393,71.382148,441.2,,manual,https://www.openstreetmap.org/way/1103224634
way,1424121663,apartments,2389.0,51.124594,71.380224,439.9,,manual,https://www.openstreetmap.org/way/1424121663
way,1424121662,apartments,2389.0,51.124715,71.378404,439.9,,manual,https://www.openstreetmap.org/way/1424121662
way,1442526667,apartments,2386.0,51.032778,71.414467,439.6,,manual,https://www.openstreetmap.org/way/1442526667
way,1058459685,apartments,2374.0,51.131629,71.399099,438.5,,manual,https://www.openstreetmap.org/way/1058459685
way,1424084596,apartments,2364.0,51.118716,71.499926,437.6,,manual,https://www.openstreetmap.org/way/1424084596
relation,14505802,apartments,2344.0,51.115628,71.528891,435.7,,manual,https://www.openstreetmap.org/relation/14505802
way,1043319527,apartments,2312.0,51.116237,71.478348,432.8,,manual,https://www.openstreetmap.org/way/1043319527
way,1547019960,apartments,2312.0,51.129486,71.552906,432.7,,manual,https://www.openstreetmap.org/way/1547019960
way,258949144,hospital,11602.0,51.12463,71.40717,430.9,,manual,https://www.openstreetmap.org/way/258949144
way,915699476,apartments,2288.0,51.101885,71.4268,430.5,,manual,https://www.openstreetmap.org/way/915699476
way,694241034,apartments,2280.0,51.090079,71.427213,429.8,,manual,https://www.openstreetmap.org/way/694241034
way,166265821,pavilion,20500.0,51.110028,71.407331,429.5,,manual,https://www.openstreetmap.org/way/166265821
relation,8719061,apartments,2269.0,51.131868,71.460156,428.7,,manual,https://www.openstreetmap.org/relation/8719061
way,1088182038,apartments,2263.0,51.160855,71.399563,428.1,,manual,https://www.openstreetmap.org/way/1088182038
way,1443454475,residential,1515.0,51.123431,71.399199,428.1,,manual,https://www.openstreetmap.org/way/1443454475
way,241248735,apartments,2254.0,51.158111,71.492346,427.3,,manual,https://www.openstreetmap.org/way/241248735
way,1077939634,apartments,2245.0,51.125043,71.401926,426.5,,manual,https://www.openstreetmap.org/way/1077939634
way,240909279,hospital,11345.0,51.121741,71.407815,426.0,,manual,https://www.openstreetmap.org/way/240909279
way,1423886746,apartments,2204.0,51.11314,71.497402,422.6,,manual,https://www.openstreetmap.org/way/1423886746
way,1043319526,apartments,2184.0,51.115823,71.482769,420.6,,manual,https://www.openstreetmap.org/way/1043319526
way,1096305827,residential,1458.0,51.146907,71.442789,420.1,,manual,https://www.openstreetmap.org/way/1096305827
way,1190550030,apartments,2160.0,51.109951,71.524424,418.3,,manual,https://www.openstreetmap.org/way/1190550030
way,243067374,hospital,10884.0,51.11966,71.407691,417.3,,manual,https://www.openstreetmap.org/way/243067374
way,454857501,office,6933.0,51.089233,71.416235,416.3,,manual,https://www.openstreetmap.org/way/454857501
way,1088789200,apartments,2128.0,51.166453,71.430333,415.2,,manual,https://www.openstreetmap.org/way/1088789200
way,1431546742,apartments,2122.0,51.16628,71.37109,414.6,,manual,https://www.openstreetmap.org/way/1431546742
way,1478765467,apartments,2118.0,51.104843,71.3533,414.2,,manual,https://www.openstreetmap.org/way/1478765467
way,1478765469,apartments,2118.0,51.105442,71.351792,414.2,,manual,https://www.openstreetmap.org/way/1478765469
way,1442526670,apartments,2113.0,51.031573,71.409623,413.7,,manual,https://www.openstreetmap.org/way/1442526670
way,1272156613,apartments,2110.0,51.130645,71.504465,413.4,,manual,https://www.openstreetmap.org/way/1272156613
way,230358850,parking,18992.0,51.128328,71.422128,413.4,,manual,https://www.openstreetmap.org/way/230358850
way,241206136,apartments,2107.0,51.168181,71.416386,413.1,,manual,https://www.openstreetmap.org/way/241206136
way,1475409328,apartments,2103.0,51.111292,71.387442,412.7,,manual,https://www.openstreetmap.org/way/1475409328
way,1479585639,apartments,2084.0,51.126317,71.365566,410.9,,manual,https://www.openstreetmap.org/way/1479585639
way,1424189353,apartments,2071.0,51.122516,71.380481,409.6,,manual,https://www.openstreetmap.org/way/1424189353
way,1424189360,apartments,2071.0,51.122234,71.382669,409.6,,manual,https://www.openstreetmap.org/way/1424189360
way,1425748335,apartments,2069.0,51.134744,71.398738,409.4,,manual,https://www.openstreetmap.org/way/1425748335
relation,14518382,apartments,2061.0,51.097639,71.428691,408.6,,manual,https://www.openstreetmap.org/relation/14518382
way,1424085654,apartments,2059.0,51.116942,71.511517,408.4,,manual,https://www.openstreetmap.org/way/1424085654
way,1480756472,apartments,2046.0,51.081387,71.441583,407.1,,manual,https://www.openstreetmap.org/way/1480756472
way,241248756,apartments,2025.0,51.158182,71.493785,405.0,,manual,https://www.openstreetmap.org/way/241248756
way,1431543353,construction,26170.0,51.109126,71.359076,404.4,,manual,https://www.openstreetmap.org/way/1431543353
way,1546911803,apartments,2003.0,51.064898,71.424541,402.8,,manual,https://www.openstreetmap.org/way/1546911803
way,917669332,apartments,1992.0,51.132725,71.51343,401.7,,manual,https://www.openstreetmap.org/way/917669332
way,1533041951,apartments,1992.0,51.125127,71.399585,401.7,,manual,https://www.openstreetmap.org/way/1533041951
way,1442526662,apartments,1991.0,51.032385,71.411837,401.6,,manual,https://www.openstreetmap.org/way/1442526662
way,1479192057,apartments,1989.0,51.086424,71.463167,401.4,,manual,https://www.openstreetmap.org/way/1479192057
way,940718774,apartments,1979.0,51.094097,71.422025,400.3,,manual,https://www.openstreetmap.org/way/940718774
way,1423887837,apartments,1971.0,51.106065,71.530517,399.6,,manual,https://www.openstreetmap.org/way/1423887837
way,1423886748,apartments,1970.0,51.114069,71.482084,399.4,,manual,https://www.openstreetmap.org/way/1423886748
way,1547019959,apartments,1962.0,51.129834,71.552469,398.6,,manual,https://www.openstreetmap.org/way/1547019959
way,1424189361,apartments,1956.0,51.122921,71.382919,398.1,,manual,https://www.openstreetmap.org/way/1424189361
way,1424189354,apartments,1956.0,51.123219,71.380738,398.1,,manual,https://www.openstreetmap.org/way/1424189354
way,576549021,apartments,1937.0,51.099761,71.426148,396.1,,manual,https://www.openstreetmap.org/way/576549021
way,1096313728,apartments,1925.0,51.122446,71.396408,394.9,,manual,https://www.openstreetmap.org/way/1096313728
way,1076677277,apartments,1921.0,51.117791,71.515356,394.4,,manual,https://www.openstreetmap.org/way/1076677277
way,1104400241,apartments,1921.0,51.172594,71.357196,394.4,,manual,https://www.openstreetmap.org/way/1104400241
way,506032014,apartments,1888.0,51.113216,71.41808,391.1,,manual,https://www.openstreetmap.org/way/506032014
way,1089701462,apartments,1887.0,51.115537,71.402667,390.9,,manual,https://www.openstreetmap.org/way/1089701462
way,506047814,apartments,1878.0,51.124286,71.410679,390.0,,manual,https://www.openstreetmap.org/way/506047814
way,1457403342,apartments,1870.0,51.095795,71.382364,389.1,,manual,https://www.openstreetmap.org/way/1457403342
way,298465068,apartments,1864.0,51.099996,71.432613,388.6,,manual,https://www.openstreetmap.org/way/298465068
way,854897193,hangar,9411.0,51.216002,71.509323,388.0,,manual,https://www.openstreetmap.org/way/854897193
way,923258845,university,5983.0,51.181504,71.416143,386.8,,manual,https://www.openstreetmap.org/way/923258845
way,1077933298,apartments,1829.0,51.127143,71.394871,384.9,,manual,https://www.openstreetmap.org/way/1077933298
relation,8453883,apartments,1823.0,51.157253,71.427536,384.3,,manual,https://www.openstreetmap.org/relation/8453883
way,1457826339,apartments,1822.0,51.104773,71.448435,384.1,,manual,https://www.openstreetmap.org/way/1457826339
way,1423887836,apartments,1819.0,51.106574,71.531664,383.9,,manual,https://www.openstreetmap.org/way/1423887836
way,1475409319,apartments,1817.0,51.105899,71.387455,383.6,,manual,https://www.openstreetmap.org/way/1475409319
way,241248708,apartments,1803.0,51.155199,71.494521,382.1,,manual,https://www.openstreetmap.org/way/241248708
way,1546911815,apartments,1800.0,51.055445,71.426883,381.8,,manual,https://www.openstreetmap.org/way/1546911815
way,1548133818,apartments,1796.0,51.101943,71.391445,381.4,,manual,https://www.openstreetmap.org/way/1548133818
way,1548133819,apartments,1796.0,51.102123,71.390175,381.4,,manual,https://www.openstreetmap.org/way/1548133819
way,429118849,apartments,1795.0,51.143066,71.445858,381.3,,manual,https://www.openstreetmap.org/way/429118849
way,424980077,school,9002.0,51.12076,71.41719,379.5,,manual,https://www.openstreetmap.org/way/424980077
relation,18636251,apartments,1770.0,51.147806,71.444228,378.7,,manual,https://www.openstreetmap.org/relation/18636251
way,1332825665,apartments,1766.0,51.164633,71.440193,378.2,,manual,https://www.openstreetmap.org/way/1332825665
way,235846747,hospital,8926.0,51.118715,71.403455,377.9,,manual,https://www.openstreetmap.org/way/235846747
relation,19433470,school,8914.0,51.079826,71.427022,377.7,,manual,https://www.openstreetmap.org/relation/19433470
way,1547179255,apartments,1738.0,51.146879,71.363895,375.2,,manual,https://www.openstreetmap.org/way/1547179255
relation,14662337,apartments,1716.0,51.163586,71.398889,372.8,,manual,https://www.openstreetmap.org/relation/14662337
way,169087060,apartments,1711.0,51.15419,71.502159,372.3,,manual,https://www.openstreetmap.org/way/169087060
way,243301738,residential,1144.0,51.145712,71.437262,372.0,,manual,https://www.openstreetmap.org/way/243301738
way,1039263927,apartments,1708.0,51.102277,71.432444,371.9,,manual,https://www.openstreetmap.org/way/1039263927
way,506036354,residential,1142.0,51.095261,71.424793,371.7,,manual,https://www.openstreetmap.org/way/506036354
way,1546911814,apartments,1702.0,51.055787,71.425355,371.3,,manual,https://www.openstreetmap.org/way/1546911814
way,1301975729,apartments,1673.0,51.118093,71.505522,368.2,,manual,https://www.openstreetmap.org/way/1301975729
way,1475409324,apartments,1657.0,51.113314,71.387019,366.4,,manual,https://www.openstreetmap.org/way/1475409324
way,1442527239,apartments,1657.0,51.041257,71.420511,366.3,,manual,https://www.openstreetmap.org/way/1442527239
way,1096313721,apartments,1651.0,51.125617,71.400028,365.7,,manual,https://www.openstreetmap.org/way/1096313721
way,30637459,apartments,1647.0,51.179958,71.414123,365.2,,manual,https://www.openstreetmap.org/way/30637459
way,1475407675,apartments,1622.0,51.106163,71.395047,362.4,,manual,https://www.openstreetmap.org/way/1475407675
relation,19245389,hospital,8152.0,51.164252,71.607641,361.1,,manual,https://www.openstreetmap.org/relation/19245389
way,1475410938,school,8151.0,51.112492,71.393889,361.1,,manual,https://www.openstreetmap.org/way/1475410938
way,1424085298,apartments,1603.0,51.116256,71.510525,360.3,,manual,https://www.openstreetmap.org/way/1424085298
way,1424085297,apartments,1603.0,51.116522,71.509488,360.3,,manual,https://www.openstreetmap.org/way/1424085297
way,1547019969,apartments,1598.0,51.129903,71.544309,359.8,,manual,https://www.openstreetmap.org/way/1547019969
way,1477794459,school,8067.0,51.130131,71.394907,359.3,,manual,https://www.openstreetmap.org/way/1477794459
way,241248750,apartments,1592.0,51.157453,71.49259,359.1,,manual,https://www.openstreetmap.org/way/241248750
way,398750719,dormitory,1587.0,51.086105,71.394584,358.6,,manual,https://www.openstreetmap.org/way/398750719
way,1431634811,apartments,1573.0,51.087108,71.465232,356.9,,manual,https://www.openstreetmap.org/way/1431634811
way,30637417,apartments,1535.0,51.183206,71.411454,352.6,,manual,https://www.openstreetmap.org/way/30637417
relation,8789331,apartments,1530.0,51.167764,71.427296,352.0,,manual,https://www.openstreetmap.org/relation/8789331
way,1089701456,apartments,1524.0,51.103562,71.397045,351.4,,manual,https://www.openstreetmap.org/way/1089701456
way,581178633,apartments,1522.0,51.192433,71.332963,351.1,,manual,https://www.openstreetmap.org/way/581178633
way,1425748341,school,7682.0,51.136365,71.391363,350.6,,manual,https://www.openstreetmap.org/way/1425748341
way,1423886747,apartments,1515.0,51.113239,71.498612,350.4,,manual,https://www.openstreetmap.org/way/1423886747
